"Condition","Duration.of.Fixation","Horizontal.Dispersion","Vertical.Dispersion","Velocity.Horizontal","Velocity.Vertical"
0,-12.8437048856468,0.117399376568446,0.141119757549243,0.243813104383647,0.00705980558700177
0,8.016544117647,0.145398594427779,0.133454503588757,0.348615304622813,-0.227439314065346
0,2.03798400673401,0.017946852343874,-0.057772658358881,0.175966026230968,-0.0941407526949187
0,8.4733325971731,-0.205035505923204,-0.249221451496327,0.042942338275328,0.0476746173034472
0,13.192835820896,0.0613197855787769,0.00308796015232793,0.0334673623794833,-0.13194403563975
0,3.2558832471876,-0.403338491892834,-0.448694812602146,-0.0191960226225248,0.01942042618828
0,-7.648344210781,0.41575011120451,0.36442454248006,-0.054811024857009,0.126678032235803
0,-20.3855594869527,-0.025204605209969,0.087279982205794,-0.0120843834907752,0.029015765954291
0,-4.8672619047619,-0.019626729645177,-0.022162026372993,-0.0158329348641024,0.0595290663555173
0,-0.840832918533295,-0.051881325658835,-0.023667992161114,0.025978909461455,0.0865506148531557
0,-3.2485457471445,-0.320934780494042,-0.236468384190216,-0.164167605752776,0.088421491777971
0,-12.3284527972028,-0.2102179352747,-0.07692809217048,0.034344467069551,0.0395178240536594
0,-2.6480229523707,0.054421038578473,0.089229365820601,-0.0396055974370152,0.0157146078926531
0,3.6397401732179,-0.095809024383918,-0.0729660676030319,-0.31586172736282,0.161054139456869
0,2.131181522061,-0.192990239931246,-0.258485366793806,-0.00680608291147201,-0.0005996861713762
0,4.36277690563409,-0.00451722616518302,-0.038583028504567,-0.27228361422483,0.240081341394775
0,-8.191745414119,0.033475189605801,0.00964076009337,0.23553427422195,-0.196208640225373
0,23.0321629420557,0.061842502535966,-0.125716275649263,0.0357460807041788,-0.037401091992963
0,16.0324891774892,0.0804858819160369,0.024622626062844,-0.30398152833432,0.117371849142153
0,23.7476671476671,-0.265390325313041,-0.357634437265753,0.105336905019706,-0.149362371404545
0,-16.111451295045,-0.10101190733599,-0.028427899020711,-0.227842430349949,0.20531937684054
0,2.2351695650665,0.062575630058571,0.00786060659226295,-0.0046100729019284,-0.0130368464960064
0,0.131532279788004,-0.00131645392718904,-0.10995327177535,0.189496375435157,-0.0951592203736823
0,7.03124368048549,-0.0301626536330259,-0.365860497958628,-0.294487064649235,0.0752347384457388
0,21.4393697626574,-0.439216779981458,-0.661255316079563,0.0231555568793792,0.107457408306772
0,0.261904761905001,0.00187545552107105,0.05624749818973,-0.269868396448394,0.189191209250821
0,-5.6877724681426,0.043496968240221,0.022795063875221,0.0130303342332528,0.0043791342765067
0,-0.581107984710201,0.041899149238304,-0.017393211745789,-0.030768929761533,-0.0586025372311986
0,-17.7231559290383,-0.04500682951749,-0.00208110416583795,-0.026979234509696,0.0768556009252434
0,10.6443833943834,0.032909065433542,-0.082627986542102,-0.005300122929875,0.0587740701223728
0,-5.4008869011523,-0.00603780668783499,0.047182491763776,-0.214598305213017,0.153212305773225
0,1.29195590994401,0.03854540410318,0.0158464965181799,0.315199416565026,-0.208418191383489
0,2.1280093676815,-0.044739546103592,-0.119366795327082,-0.144972267434546,0.052529234256885
0,0.674093264249009,-0.027063286360186,0.042848841712498,0.055489576323224,0.0649148589417376
0,14.2874250534472,-0.035240586813215,-0.109336578906047,0.0229823781291778,-0.0285452456200646
1,3.3733845017671,0.000704443232386998,-0.048178403375991,-0.0523867581954827,-0.0264767871625467
1,3.2751173708921,0.028475477612501,0.00381556332502897,0.0938922378291851,-0.00184330962990906
1,-0.0998679432155996,0.091168820317409,0.089816509901251,-0.050358848730009,0.002106169892273
1,-6.7351503759398,-0.181755035402599,-0.184635056824303,0.0586704059351385,0.0293366468194569
1,5.7663813921531,-0.014368338321355,0.020948107667621,0.0461982639100369,-0.0107580946424149
1,-2.5975759762518,-0.018246029914286,-0.005534469887435,0.003439023721067,0.0187758992137815
1,2.5000138792505,0.034117978172424,0.06680112977105,-0.0315626734776674,0.0815620269278255
1,-9.8101222156515,-0.042537662498263,-0.026754486247024,0.0881896507078173,0.0433959685958396
1,-2.7419665216819,0.039908600303308,0.103749632405516,-0.0490771632276872,0.0675662880215373
1,4.4548499464095,0.07300167668716,0.032212942105001,-0.0486532470597434,-0.052120366072794
1,1.1679753693406,0.050628480496841,-0.008106583889751,0.034042788374561,-0.0273808567480763
1,2.9620929550312,0.023367103379523,0.00726910220357896,-0.0984046071734655,-0.00777270278036205
1,-1.7923983732219,-0.107922586969753,-0.028115788019865,0.168082316163938,-0.0305187093512693
1,4.0684895833333,-0.00979880898202601,0.075511659144753,-0.0719073975645701,0.0961793385128722
1,0.291095890410894,-0.011748103349572,-0.007663081041205,-0.0794020698665665,0.0050786669504146
1,0.502981919529496,0.031628161718174,0.061691223991041,0.0500313971602089,-0.0396826087454741
1,0.667485329276204,0.42176683447232,0.17772104647701,0.031222586737522,-0.0277391841926418
1,3.7484311725247,-0.0128570441304741,0.134589650470169,0.0873190025391773,-0.0545225631665578
1,3.8832949308756,0.500699040543573,0.276805481446167,0.121935444773185,0.0107898358381088
1,5.16233067192969,0.036180286481211,-0.028044326421977,-0.0560480186056074,0.0402433895607072
1,0.996215780998398,-0.017876804744874,0.00839006690175803,0.112492531298203,-0.070610779199635
1,-9.0519788741811,0.004971637470916,0.041319480685511,-0.0049666880111664,0.0231205464650905
1,3.886485826002,-0.086700245638182,-0.025026762352868,-0.017146044727841,0.0948009790025565
1,0.327899421645398,0.00283054813584599,-0.00685234113661992,-0.0671899780379301,0.005534969042494
1,3.3679661489511,-0.066402141862279,-0.16193128836454,0.117792320560267,-0.0361949205467429
1,0.0735601410474018,0.153383631321252,0.162622771419002,-0.0479306777934405,-0.051222999817029
