"Fixation.Per.Trial","Duration.of.Fixation","Horizontal.Dispersion","Vertical.Dispersion","Velocity.Horizontal","Velocity.Vertical","Condition"
160,84.1375,0.869913471260614,0.556369335015441,-0.594642669779925,-0.124856837932446,"reading"
170,134.835294117647,0.692624684039516,0.686652178281511,0.0306148549427178,0.0233556092250743,"random"
182,127.32967032967,0.745831859662792,0.766339057730511,0.0176349787302573,-0.23264261556494,"random"
185,72.6108108108108,0.572783097051207,0.519357122818067,-0.227649533628228,0.0899340762371138,"reading"
188,121.968085106383,0.460780237816171,0.393867749669737,0.119871841281949,-0.0514435930148971,"random"
189,71.3703703703704,0.429587288492791,0.36145577237121,-0.0496152794448513,-0.154351412116966,"reading"
189,119.603174603175,0.639483590497943,0.913382804634735,-0.05333815295473,0.0402220503159709,"random"
191,70.6596858638743,0.398817450903277,0.372444020495612,-0.161683542881374,-0.0438917510008966,"reading"
197,114.857868020305,1.56359822239063,1.32642229070778,0.156553908756211,-0.172543328900888,"random"
201,113.766169154229,0.728004787571411,0.616014227256823,-0.0257063532742953,-0.267327330812963,"random"
213,106.319248826291,0.479478081864256,0.424547185640213,0.0109672943341134,-0.16460433676136,"random"
214,59.9299065420561,0.366124955076247,0.280713835365877,0.0501192128034342,-0.218033363585589,"reading"
215,105.088372093023,0.43191575617167,0.491218148284224,0.132938676894164,-0.158587893799566,"random"
217,55.6082949308756,0.777342459736412,0.538465424606087,0.0577684009382296,-0.0570467516593044,"reading"
217,104.304147465438,1.22685554983418,0.99969663239296,-0.275808914546275,0.0843536825937699,"random"
219,101.904109589041,0.520511325251495,0.610068207669058,0.132820895745136,-0.0615799298619755,"random"
221,102.891402714932,0.665094187340377,0.690869274576109,0.0508796691656424,-0.138359287973438,"random"
222,100.545045045045,0.731845500106531,0.588099933553903,0.0843646728383179,-0.00560300445530036,"random"
225,58.7066666666667,0.409629352883016,0.451070110554006,0.0288760766902743,0.0154853730941445,"reading"
229,57.1572052401747,0.478947857612885,0.315820651613744,-0.00549863630228539,-0.0186400864217531,"reading"
230,58.0695652173913,0.407628650269019,0.31728359367156,-0.233044266624993,0.0399671064681495,"reading"
231,55.6969696969697,0.325285457264807,0.564344437105631,-0.166501837621681,-0.0951975717621305,"reading"
232,94.8879310344828,0.506304796230229,0.674943445646717,-0.146101162228969,0.179823102363913,"random"
232,96.7758620689655,0.626787211682189,0.69370855248447,-0.230967061555078,-0.00863685254648122,"random"
233,55.3648068669528,0.371025270643132,0.287704863593879,0.162583679861653,-0.0491587957730224,"reading"
234,55.8888888888889,1.28121285379981,0.554417960178089,-0.524547505776415,-0.107485495126884,"reading"
234,56.6196581196581,0.363447305037225,0.336111317521282,0.0830071124117003,-0.170827576892438,"reading"
234,94.0512820512821,0.552739441748755,0.717370995256187,-0.00904442216739186,-0.00643622827113682,"random"
235,56.7446808510638,0.455307098768133,0.438617485660767,-0.255993963726145,-0.0742379128200928,"reading"
238,56.0504201680672,0.343971880408122,0.297605480728572,-0.0725075061987876,-0.0519657266240247,"reading"
240,51.725,0.276643419192839,0.26165994315992,-0.0641670438349557,-0.0678365874974132,"reading"
240,92.3166666666667,0.507042214149221,0.650692800834689,0.114069802801485,0.00566259824826941,"random"
241,52.8796680497925,0.352345718596287,0.273264690285526,0.119532600350329,-0.0439794720990769,"reading"
241,54.0912863070539,0.420970249904325,0.355410589955943,0.044853840343318,-0.109278834968803,"reading"
241,93.3485477178423,0.524112144212495,0.73287383763848,0.0315455179607596,-0.151526245063195,"random"
243,50.3950617283951,0.413801703982119,0.459723363036851,-0.0345421710155504,-0.000421699753871612,"reading"
244,52.4631147540984,0.706425897963078,0.588111447348824,-0.187783863659081,-0.0639993297356393,"reading"
244,54.3934426229508,0.432515298980707,0.296381211144221,0.102617662720874,-0.212310506671154,"reading"
244,90.9959016393443,0.579883231714747,0.5693714184076,0.0947087145902127,-0.035756762632758,"random"
244,92.6024590163934,0.51719202751211,0.688391131776924,-0.283015483910819,0.191755579200449,"random"
245,51.8122448979592,0.333622179600602,0.41418938758691,0.0389312466065754,-0.0150198454216744,"reading"
246,53.3130081300813,0.513141956439467,0.532740302807478,-0.0690785376092696,-0.0357728596982518,"reading"
246,89.1422764227642,0.76953004303457,0.824788643064,-0.0693756408164234,-0.00837300138093803,"random"
247,50.8582995951417,0.286755146773554,0.376650196385701,-0.0259883897077478,-0.0343198659997292,"reading"
250,51.152,0.320660233088158,0.293738130649492,0.106017904134711,-0.106271072822239,"reading"
251,51.8764940239044,0.437554167418427,0.358338226186416,-0.0893407050266222,-0.0765325756379193,"reading"
252,48.4206349206349,0.347443420158689,0.595077650181104,0.0760270504132587,-0.254539599321168,"reading"
