"Fixation.Per.Trial","Duration.of.Fixation","Horizontal.Dispersion","Vertical.Dispersion","Velocity.Horizontal","Velocity.Vertical","Condition"
238,53.3991596638655,0.371607300066834,0.38142817341028,0.176827834419137,-0.0570896952210437,"reading"
285,44.0877192982456,0.399252367175234,0.448994715495859,-0.143683893432191,0.0553471624754293,"reading"
249,50.4457831325301,0.3094761452959,0.293506796694579,0.0349868087255549,-0.137404876273595,"reading"
299,69.6622073578595,0.516175479678749,0.528479713030789,0.15767309101017,-0.0608675175565745,"random"
322,63.7639751552795,0.478488231366943,0.660209581236125,0.0141550168741378,0.0421659213224396,"random"
197,115.832487309645,0.615436779898228,0.636052515146677,-0.0651140338116877,-0.131295813855571,"random"
257,50,0.516180243297223,0.356406491726493,-0.764496023517598,0.0257418852057819,"reading"
300,40.0766666666667,0.283352110690804,0.294836243743101,0.071649082725335,0.0113381730661728,"reading"
258,49.922480620155,0.37560693358746,0.373668176595628,0.0880342944454384,-0.0803822070041759,"reading"
252,50.7936507936508,0.511689566320476,0.507462679320237,-0.0199387683388786,-0.12055701620331,"reading"
328,36.5670731707317,0.65257598899941,0.398113503821188,0.300137029076531,-0.127584004169177,"reading"
252,49.8174603174603,0.459905146982686,0.433556987045824,-0.0392924947135598,-0.142363533504582,"reading"
270,44.9925925925926,0.314883767138917,0.368020482825119,-0.101909791953046,0.101449798140641,"reading"
259,83.1505791505791,0.438035354975592,0.532996661991362,0.048848566224113,0.0671541114932072,"random"
212,107.216981132075,0.511821127637452,0.413142695828362,-0.251621450772919,0.121086677479513,"random"
387,53.2118863049096,0.513914232390682,0.564909692552861,-0.0410746232561629,-0.0822699587879719,"random"
233,55.7038626609442,0.498766914792842,0.335768746010534,-0.194971925696917,0.0366245397840594,"reading"
196,115.448979591837,0.432928867350425,0.39619209150943,0.110576775511661,-0.0930135566134649,"random"
241,52.3278008298755,0.543684684304962,0.471613274795165,-0.0532155728912061,0.0654499543015449,"reading"
316,67.9335443037975,0.516011675326178,0.56177266147308,0.0736091805863758,-0.12980331724425,"random"
296,74,0.448054535591504,0.474761822441992,-0.0858434870127002,0.0677031590596666,"random"
270,45.862962962963,0.301039266949078,0.424685809768369,-0.0235499157768924,-0.00262415074779862,"reading"
266,79.812030075188,0.523260597484707,0.687777515868252,0.173269307669481,-0.212695198035772,"random"
346,58.8901734104046,0.444163756523446,0.533684740027873,0.0600561352935427,-0.0291508244395985,"random"
267,47.2734082397004,0.274126159766978,0.264629558848076,-0.055962926337771,0.0103455101712428,"reading"
271,46.830258302583,0.293909914175668,0.344009115268388,-0.119732140390774,-0.10104254368575,"reading"
257,49.5136186770428,0.470266797939931,0.347151556645513,-0.105799192173083,-0.0633395696702604,"reading"
259,85.7490347490347,0.537943459753277,0.59607840903732,0.00820728836070317,-0.048413643458148,"random"
237,54.1054852320675,0.409846164658303,0.39069005264072,-0.159382901692382,-0.0933772543880094,"reading"
220,100.35,0.427451441885368,0.407350032471265,0.171902063983964,0.020571097495456,"random"
313,71.0063897763578,0.484733911397743,0.445788822551503,-0.129773988057415,0.0941458619143305,"random"
296,43.3445945945946,0.457569285505252,0.362616562238456,-0.0874234154774853,-0.106424558375479,"reading"
269,46.7732342007435,0.363945319795942,0.341286168413814,0.0623921061820141,-0.0411611995844859,"reading"
280,45.0535714285714,0.564118261029254,0.680400850045236,-0.038181612646597,-0.00179175330690049,"reading"
191,69.5340314136126,0.441653759397473,0.446086639864724,0.157515743106151,-0.0904752471161272,"reading"
367,57.8147138964578,0.393248066460696,0.338410349441833,0.0472894849180032,0.0536006350531487,"random"
275,42.8981818181818,0.596049907462755,0.912540022035595,-0.031151073572343,-0.0794472019305606,"reading"
230,57.0913043478261,0.438439593743209,0.369242901605477,0.122364865639209,-0.0785140702597474,"reading"
240,52.4083333333333,0.284051470873514,0.427892196671541,0.0868655757153829,-0.0722083310165708,"reading"
231,96.4025974025974,0.435022714469184,0.501501960426586,0.141978458648165,-0.000399571792186563,"random"
218,103.477064220183,0.644108586154783,0.639959343966279,0.0539837201799428,-0.173529839865184,"random"
246,89.3861788617886,0.586538816272813,0.605572188087408,0.161180021339765,-0.0125605230446314,"random"
246,89.2967479674797,0.49447926566299,0.505951003029076,-0.07628201416618,0.215915927148109,"random"
243,54.4938271604938,0.347692350497651,0.318134804589291,-0.0425704867954214,0.0811498128075776,"reading"
220,102.081818181818,0.639022116961775,0.928274365582238,0.142504996415949,-0.0448370924349449,"random"
217,103.875576036866,0.41990234247406,0.392964918385699,0.167327145836907,-0.0404812259101594,"random"
231,95.04329004329,0.429817831023156,0.485605507661925,0.0260004355168833,-0.0368263847272234,"random"
250,90.392,0.633939833843361,0.715195369497782,0.111444956714211,-0.0378241051632485,"random"
234,55.7307692307692,0.450939522439614,0.287096694525292,-0.126656256929739,-0.111668265338285,"reading"
285,44.3859649122807,0.45261002390336,0.329320790053967,0.0345048969351427,-0.0718619954060225,"reading"
356,34.5758426966292,0.410072361405097,0.302566303806943,0.12269454764296,-0.0284660268101829,"reading"
248,91.7540322580645,0.646009635809506,0.622994020775152,0.142104071235438,-0.082484093017409,"random"
277,42.129963898917,0.205991332459098,0.363435330844765,-0.0244921228996351,0.0204966934772577,"reading"
214,59.9439252336449,0.315264415438775,0.321684567081294,-0.0278828025051009,-0.0490459170908904,"reading"
256,88.109375,0.480598550506308,0.377721126601475,0.157284657544192,-0.0821938798356838,"random"
228,98.1052631578947,0.479698188209066,0.689969233148219,-0.224440126602681,0.158284406947977,"random"
214,61.5093457943925,0.740821183273137,0.709198227216801,-0.112526458532412,-0.0851618190203068,"reading"
271,47.6531365313653,0.48343471817944,0.504930472639164,-0.0862644536202961,-0.109365095426858,"reading"
288,72.3645833333333,0.350694083221487,0.457369781371036,0.0842953777302083,-0.0527417324060408,"random"
242,93.8223140495868,0.687081790659233,0.62080342534471,0.0459471236306178,-0.142258974355334,"random"
264,49.4204545454545,0.357431381197044,0.370716490807404,0.0529979657457916,-0.00105838956859343,"reading"
210,104.633333333333,0.514392286395494,0.947736064088763,0.10925853031093,-0.0899772614333541,"random"
243,92.6131687242798,0.451235686540311,0.422953174591217,0.113720434116003,-0.0567971688104857,"random"
315,64.4603174603175,0.362884245247547,0.528488135297197,-0.137603863309926,0.112111980299893,"random"
276,78.9746376811594,0.6234012193266,0.902798738076363,-0.182405433131034,0.082781141273858,"random"
248,88.4314516129032,0.67126638992964,0.632045980109684,-0.0290337242320979,0.106624766039033,"random"
275,80.2181818181818,0.455767333969251,0.646656823263497,0.0621350119721788,-0.10414073868769,"random"
303,40.9108910891089,0.398514319744314,0.318572083751504,0.00532200992156144,0.0253985991755363,"reading"
274,46.8722627737226,0.446945605088328,0.294045728809566,-0.35695252319247,0.0922777096702314,"reading"
247,51.6275303643725,0.480291815447993,0.320924661108659,-0.0871701107395468,-0.0564218942761086,"reading"
270,45.5777777777778,0.36140233070548,0.29821451474385,-0.105235793725025,-0.0669432855601596,"reading"
259,49.6447876447876,0.312326479551762,0.288911648331019,-0.00767442312124324,-0.0786507153994276,"reading"
267,45.4307116104869,0.29293978761589,0.286770900354031,-0.000759122268430326,-0.209130189240892,"reading"
154,148.461038961039,1.35948549167255,1.28443796896468,0.307440322339982,-0.301315457582609,"random"
250,49.244,0.353054514733433,0.576696488022512,-0.076425799866763,-0.0635840191193643,"reading"
228,98.4166666666667,0.584842543914781,0.642352650973572,-0.214129922572938,0.136724905033551,"random"
241,93.448132780083,0.502227265769898,0.460962848649071,0.0825569325246989,-0.0618044952808548,"random"
257,86.2645914396887,0.463463081162415,0.477541598221692,0.10121870904028,-0.0466623892432903,"random"
240,55.3625,0.710858299569301,0.282420781778324,-0.107200069628175,-0.0442888228543807,"reading"
211,107.222748815166,0.450722453678784,0.479678333921243,-0.105834529195885,0.129348882792694,"random"
231,57.6580086580087,0.700322895930123,0.325679584417123,-0.486775753564587,0.0140404635058542,"reading"
261,49.1455938697318,0.362619913033091,0.349447254951478,0.0109740304102983,-0.0581588006771824,"reading"
245,51.6530612244898,0.391353722681976,0.370885704569926,0.354817514791572,0.0863650081725347,"reading"
271,47.309963099631,0.276688248928865,0.209488966451389,0.147447720548657,-0.072276913291496,"reading"
210,107.209523809524,1.97934833359514,1.69084683318784,0.101742883899202,-0.0458652966650852,"random"
246,52.109756097561,0.311076539882559,0.3057382871847,-0.0199207189908771,-0.0967581425889843,"reading"
294,42.5272108843537,0.26128913435033,0.315859378349798,-0.0725291145515835,-0.0975668888148074,"reading"
281,79.3950177935943,0.666930424912658,1.04491798735214,-0.123381390904439,0.0151893347027158,"random"
280,80.9321428571429,0.485485494287344,0.490585604369337,0.0563606206037046,-0.0356543210610233,"random"
222,58.6801801801802,0.577235179832782,0.31084851655372,-0.0350293842397255,-0.0541735013301628,"reading"
311,39.2475884244373,0.705594606776829,1.0939515982904,-0.267646291333502,-0.0963495152925786,"reading"
300,40.6333333333333,0.375902254901595,0.300754433104437,0.0509807560937819,-0.00115114730606242,"reading"
239,53.6108786610879,0.5135209813969,0.532938564633952,-0.125050064510063,-0.0592237046670631,"reading"
294,75.2482993197279,0.493968762936757,0.550820733960992,0.0460292337100081,-0.211999901016308,"random"
236,94.8898305084746,0.639888960425269,0.684741534234305,-0.0879254826247963,0.11428870703073,"random"
223,57.8251121076233,0.340453053554803,0.181692410107112,0.0489192084779031,0.00137912421649232,"reading"
269,47.5873605947955,0.389580214954659,0.273458814175331,0.0210395025844799,-0.0128628165152733,"reading"
209,64.688995215311,1.43624622750147,0.625441343496468,-0.147944310141307,-0.159330604069023,"reading"
247,51.7570850202429,0.253617185927211,0.245295027105959,0.00922832892998948,-0.108086503895836,"reading"
250,88.572,0.51773766879509,0.698073138465688,0.10676083367609,-0.137022528937043,"random"
256,48.33984375,0.29385027985554,0.352380537526788,0.158772973279953,-0.168387669529443,"reading"
237,55.7341772151899,0.499537862822126,0.29727696889759,0.0614164243732806,-0.149429782706394,"reading"
398,52.3115577889447,0.408603423792092,0.45709748993452,-0.0254513463176288,0.0206518666449481,"random"
286,75.9545454545455,0.528115599398073,0.794236639407941,-0.0360374238462919,0.0456183650611403,"random"
303,41.1221122112211,0.380549791274007,0.325009624528558,0.022691796995199,0.0773716048739645,"reading"
277,75.2418772563177,0.402663445665384,0.664929077166762,0.169405210124819,-0.0629680220994174,"random"
280,75.3464285714286,0.596616695463886,1.01131335493163,-0.0276988466785858,-0.0496748467498971,"random"
292,43.6746575342466,0.434111369589599,0.474544094031624,-0.144884145391177,-0.10252120774898,"reading"
242,91.3801652892562,0.581968177823126,0.668921465619155,0.166298666361611,-0.183086908726315,"random"
215,60.8418604651163,0.319054348800817,0.531477180739791,-0.143749045269934,-0.057422634827665,"reading"
282,46.468085106383,0.356994703322845,0.257928705752625,0.0303582259763287,-0.0440936176622688,"reading"
304,41.6118421052632,0.462305635487885,0.34403283918122,-0.0861534616713621,-0.0575613585174032,"reading"
199,67.7185929648241,0.460421320644027,0.336697409823,-0.0881708368768678,-0.0899428359460763,"reading"
283,45.1590106007067,0.315522626063299,0.262125126170821,-0.0490275597523253,-0.0683402098214831,"reading"
263,47.5361216730038,0.502538199621359,0.495139042418029,-0.179545555489177,-0.0843236689757912,"reading"
309,66.9514563106796,0.528953698551172,1.17834016788331,-0.0183419524155942,-0.124099572492235,"random"
365,58.5972602739726,0.941553602695742,1.17712687440197,0.0629212816818233,-0.0287814924257779,"random"
289,43.0934256055363,0.259135096186566,0.313013648440282,0.0662191784581107,-0.00228085770727163,"reading"
253,87.8063241106719,0.450716421171801,0.42783100751842,0.0999609497056836,-0.0710647118747093,"random"
241,55.045643153527,0.467048398766627,0.337091027598496,0.158123087716413,-0.0933390706116207,"reading"
349,57.5787965616046,0.50475145732164,0.688801952545568,0.031372977067418,0.0520126674479357,"random"
235,53.0765957446809,0.303101076641191,0.340928590551059,-0.184251079194795,-0.252574989429425,"reading"
289,75.6608996539792,0.479794590150067,0.632098245602511,-0.184519172405873,0.223706124159967,"random"
227,55.6387665198238,0.49841637212414,0.47417259470157,-0.0598788380200934,-0.0253626749188708,"reading"
239,91.3765690376569,0.529865526520601,0.575540244842643,0.154561295447274,-0.137155632916767,"random"
284,72.6021126760563,0.565414702359144,1.5062177488284,0.0810475504716918,-0.220234967418478,"random"
215,105.079069767442,0.523733962247915,0.728821871784282,-0.238198418377087,0.116578853691382,"random"
207,109.193236714976,0.629907994671966,0.822655338807643,0.176327254021979,-0.0394811676053535,"random"
295,42.1593220338983,0.373796518198802,0.285440676088554,-0.158119749286927,-0.111229564105053,"reading"
