SAMPLE	 X DEGREE	 Y DEGREE	 VALIDITY	 X STIMULUS	 Y STIMULUS
0   -6.0970    2.4802  1    0.0000    0.0000
1  -17.5873    7.1534  1    0.0000    0.0000
2  -15.5788    6.3396  1    0.0000    0.0000
3  -16.6781    6.7865  1    0.0000    0.0000
4  -16.0084    6.4903  1    0.0000    0.0000
5  -16.4293    6.6541  1    0.0000    0.0000
6  -16.1614    6.5485  1    0.0000    0.0000
7  -16.3109    6.6330  1    0.0000    0.0000
8  -16.2158    6.5649  1    0.0000    0.0000
9  -16.2691    6.5992  1    0.0000    0.0000
10  -16.2594    6.5751  1    0.0000    0.0000
11  -16.2700    6.5750  1    0.0000    0.0000
12  -16.2570    6.5827  1    0.0000    0.0000
13  -16.2711    6.5789  1    0.0000    0.0000
14  -16.2662    6.5862  1    0.0000    0.0000
15  -16.2772    6.5778  1    0.0000    0.0000
16  -16.3054    6.6082  1    0.0000    0.0000
17  -16.2961    6.6440  1    0.0000    0.0000
18  -16.2967    6.6782  1    0.0000    0.0000
19  -16.3139    6.6705  1    0.0000    0.0000
20  -16.3135    6.6439  1    0.0000    0.0000
21  -16.3062    6.6726  1    0.0000    0.0000
22  -16.2617    6.6957  1    0.0000    0.0000
23  -16.2372    6.6888  1    0.0000    0.0000
24  -16.2319    6.6961  1    0.0000    0.0000
25  -16.2288    6.7061  1    0.0000    0.0000
26  -16.2415    6.6705  1    0.0000    0.0000
27  -16.2488    6.6689  1    0.0000    0.0000
28  -16.2202    6.6837  1    0.0000    0.0000
29  -16.2222    6.7005  1    0.0000    0.0000
30  -16.2502    6.7148  1    0.0000    0.0000
31  -16.2448    6.7154  1    0.0000    0.0000
32  -16.2500    6.7064  1    0.0000    0.0000
33  -16.2762    6.7055  1    0.0000    0.0000
34  -16.2865    6.6911  1    0.0000    0.0000
35  -16.3106    6.7269  1    0.0000    0.0000
36  -16.2972    6.7331  1    0.0000    0.0000
37  -16.2877    6.7317  1    0.0000    0.0000
38  -16.2826    6.7170  1    0.0000    0.0000
39  -16.3063    6.7223  1    0.0000    0.0000
40  -16.3144    6.7480  1    0.0000    0.0000
41  -16.3187    6.7539  1    0.0000    0.0000
42  -16.3206    6.7413  1    0.0000    0.0000
43  -16.3142    6.7006  1    0.0000    0.0000
44  -16.3241    6.7232  1    0.0000    0.0000
45  -16.3536    6.7702  1    0.0000    0.0000
46  -16.4115    6.9304  1    0.0000    0.0000
47  -16.5201    7.2894  1    0.0000    0.0000
48  -16.6239    7.6337  1    0.0000    0.0000
49  -16.7075    7.9685  1    0.0000    0.0000
50  -16.7353    8.2635  1    0.0000    0.0000
51  -16.7197    8.3959  1    0.0000    0.0000
52  -16.7264    8.4548  1    0.0000    0.0000
