SAMPLE	 X DEGREE	 Y DEGREE	 VALIDITY	 X STIMULUS	 Y STIMULUS
0   -5.8038    1.8243  1    0.0000    0.0000
1  -16.7743    5.2733  1    0.0000    0.0000
2  -14.8838    4.6988  1    0.0000    0.0000
3  -15.9201    5.0429  1    0.0000    0.0000
4  -15.2806    4.8396  1    0.0000    0.0000
5  -15.6924    4.9552  1    0.0000    0.0000
6  -15.4259    4.8641  1    0.0000    0.0000
7  -15.6096    4.9037  1    0.0000    0.0000
8  -15.5119    4.9078  1    0.0000    0.0000
9  -15.5605    4.9007  1    0.0000    0.0000
10  -15.5309    4.8888  1    0.0000    0.0000
11  -15.5348    4.8914  1    0.0000    0.0000
12  -15.5353    4.8799  1    0.0000    0.0000
13  -15.5586    4.9063  1    0.0000    0.0000
14  -15.5606    4.9314  1    0.0000    0.0000
15  -15.5726    4.9501  1    0.0000    0.0000
16  -15.5803    4.9565  1    0.0000    0.0000
17  -15.5820    4.9440  1    0.0000    0.0000
18  -15.5890    4.9761  1    0.0000    0.0000
19  -15.5806    4.9839  1    0.0000    0.0000
20  -15.5721    4.9549  1    0.0000    0.0000
21  -15.5840    4.9633  1    0.0000    0.0000
22  -15.6062    4.9575  1    0.0000    0.0000
23  -15.6128    4.9417  1    0.0000    0.0000
24  -15.6090    4.9448  1    0.0000    0.0000
25  -15.6153    4.9429  1    0.0000    0.0000
26  -15.5929    4.9498  1    0.0000    0.0000
27  -15.5651    4.9392  1    0.0000    0.0000
28  -15.5638    4.9421  1    0.0000    0.0000
29  -15.5799    4.9719  1    0.0000    0.0000
30  -15.5838    4.9792  1    0.0000    0.0000
31  -15.6012    4.9676  1    0.0000    0.0000
32  -15.6030    4.9822  1    0.0000    0.0000
33  -15.6104    4.9969  1    0.0000    0.0000
34  -15.6313    5.0032  1    0.0000    0.0000
35  -15.6410    4.9922  1    0.0000    0.0000
36  -15.6490    4.9558  1    0.0000    0.0000
37  -15.6511    4.9584  1    0.0000    0.0000
38  -15.6564    4.9643  1    0.0000    0.0000
39  -15.6541    4.9726  1    0.0000    0.0000
40  -15.6413    4.9717  1    0.0000    0.0000
41  -15.6384    4.9795  1    0.0000    0.0000
42  -15.6562    4.9968  1    0.0000    0.0000
43  -15.6711    4.9953  1    0.0000    0.0000
44  -15.6634    5.0332  1    0.0000    0.0000
45  -15.6717    5.0185  1    0.0000    0.0000
46  -15.6898    4.9897  1    0.0000    0.0000
47  -15.6938    4.9524  1    0.0000    0.0000
48  -15.6934    4.9457  1    0.0000    0.0000
49  -15.6965    4.9592  1    0.0000    0.0000
50  -15.7127    4.9820  1    0.0000    0.0000
51  -15.7335    5.0111  1    0.0000    0.0000
52  -15.7264    5.0023  1    0.0000    0.0000
53  -15.7124    5.0426  1    0.0000    0.0000
54  -15.7137    5.0772  1    0.0000    0.0000
55  -15.7186    5.0826  1    0.0000    0.0000
56  -15.7143    5.0739  1    0.0000    0.0000
57  -15.7296    5.0845  1    0.0000    0.0000
58  -15.7361    5.0790  1    0.0000    0.0000
59  -15.7390    5.0975  1    0.0000    0.0000
60  -15.7378    5.1301  1    0.0000    0.0000
61  -15.7346    5.0807  1    0.0000    0.0000
62  -15.7315    5.0816  1    0.0000    0.0000
63  -15.7229    5.0878  1    0.0000    0.0000
64  -15.7335    5.0470  1    0.0000    0.0000
65  -15.7266    5.0549  1    0.0000    0.0000
66  -15.7328    5.0387  1    0.0000    0.0000
67  -15.7347    5.0267  1    0.0000    0.0000
68  -15.7319    5.0080  1    0.0000    0.0000
69  -15.7498    5.0080  1    0.0000    0.0000
70  -15.7388    5.0178  1    0.0000    0.0000
71  -15.7219    4.9737  1    0.0000    0.0000
72  -15.7115    4.9940  1    0.0000    0.0000
73  -15.8158    4.9719  1    0.0000    0.0000
74  -16.1231    4.9456  1    0.0000    0.0000
75  -16.5442    5.0020  1    0.0000    0.0000
76  -16.7560    4.9482  1    0.0000    0.0000
77  -16.7512    4.8850  1    0.0000    0.0000
78  -16.6531    4.8607  1    0.0000    0.0000
79  -16.5803    4.8569  1    0.0000    0.0000
80  -16.5838    4.8865  1    0.0000    0.0000
81  -16.6025    4.9124  1    0.0000    0.0000
82  -16.6137    4.8591  1    0.0000    0.0000
83  -16.6103    4.8409  1    0.0000    0.0000
84  -16.6171    4.8463  1    0.0000    0.0000
85  -16.6334    4.8665  1    0.0000    0.0000
86  -16.6259    4.9084  1    0.0000    0.0000
87  -16.6371    4.9104  1    0.0000    0.0000
88  -16.6383    4.9131  1    0.0000    0.0000
89  -16.6242    4.9149  1    0.0000    0.0000
90  -16.6120    4.9093  1    0.0000    0.0000
91  -16.6250    4.8972  1    0.0000    0.0000
92  -16.6391    4.8850  1    0.0000    0.0000
93  -16.6397    4.9085  1    0.0000    0.0000
94  -16.6247    4.9095  1    0.0000    0.0000
95  -16.6224    4.8961  1    0.0000    0.0000
96  -16.6289    4.9076  1    0.0000    0.0000
97  -16.6522    4.9192  1    0.0000    0.0000
98  -16.6673    4.9162  1    0.0000    0.0000
99  -16.5380    4.8743  1    0.0000    0.0000
100  -15.8773    4.8139  1    0.0000    0.0000
101  -14.6526    4.5296  1    0.0000    0.0000
102  -13.1477    4.0065  1    0.0000    0.0000
103  -11.8346    3.5347  1    0.0000    0.0000
104  -10.5420    3.0517  1    0.0000    0.0000
105   -9.2632    2.7689  1    0.0000    0.0000
106   -8.2342    2.4096  1    0.0000    0.0000
107   -7.1744    1.9365  1    0.0000    0.0000
108   -6.3352    1.5970  1    0.0000    0.0000
109   -5.8183    1.4672  1    0.0000    0.0000
110   -5.5491    1.5471  1    0.0000    0.0000
111   -5.6492    1.6404  1    0.0000    0.0000
112   -5.8723    1.6465  1    0.0000    0.0000
113   -5.8949    1.6317  1    0.0000    0.0000
114   -5.8017    1.6074  1    0.0000    0.0000
115   -5.7263    1.5676  1    0.0000    0.0000
116   -5.7816    1.5555  1    0.0000    0.0000
117   -5.7464    1.5638  1    0.0000    0.0000
118   -5.7010    1.5442  1    0.0000    0.0000
119   -5.6971    1.5315  1    0.0000    0.0000
120   -5.6955    1.5479  1    0.0000    0.0000
121   -5.7178    1.5485  1    0.0000    0.0000
122   -5.7108    1.5247  1    0.0000    0.0000
123   -5.6813    1.4883  1    0.0000    0.0000
